   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_207.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.028533, 414, 0, 0, 20.3961, 414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0206636, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0127942, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0049248, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00294459, 0, 4.98175e-22, 0, 1.41421, -4.98175e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.52254e-24, 0, 0, 5.77054e-27, 2.06799e-26, 0, 4.94626e-22, 0, 0, 0
0.010814, 0, 1.21042e-21, 0, 1.41421, -1.21042e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5587e-24, 0, 0, 1.42516e-26, 5.12764e-26, 0, 1.20179e-21, 0, 0, 0
0.0186834, 0, 2.88816e-21, 0, 1.41421, -2.88816e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04218e-23, 0, 0, 3.45655e-26, 1.24735e-25, 0, 2.86758e-21, 0, 0, 0
0.0265528, 0, 6.77537e-21, 0, 1.41421, -6.77537e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79076e-23, 0, 0, 8.24231e-26, 2.98082e-25, 0, 6.72708e-21, 0, 0, 0
0.0344222, 0, 1.56418e-20, 0, 1.41421, -1.56418e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10601e-22, 0, 0, 1.93423e-25, 7.00555e-25, 0, 1.55303e-20, 0, 0, 0
0.0422916, 0, 3.5567e-20, 0, 1.41421, -3.5567e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51489e-22, 0, 0, 4.47092e-25, 1.6208e-24, 0, 3.53135e-20, 0, 0, 0
