   PIQUANT 0.0.0-main  ps__0097_0675553164_000PTFE_shot_2.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.107939, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.11628, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12462, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.132961, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.141301, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.149642, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.157982, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.166323, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.174663, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.183004, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.191344, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.199685, 0, 1.01149e-28, 0, 1.41421, -1.01149e-28, 0, 0, 0, 0, 0, 0, 0, 0, 2.01493e-31, 0, 1.26679e-34, 5.54429e-34, 1.00947e-28, 0, 0
0.208025, 0, 1.41929e-27, 0, 1.41421, -1.41929e-27, 0, 0, 0, 0, 0, 0, 0, 0, 2.82711e-30, 0, 1.77741e-33, 1.05155e-31, 1.41636e-27, 0, 0
0.216366, 0, 1.24894e-26, 0, 1.41421, -1.24894e-26, 0, 0, 0, 0, 0, 0, 0, 0, 2.48768e-29, 0, 1.56401e-32, 1.43668e-30, 1.24631e-26, 0, 0
0.224706, 0, 8.74956e-26, 0, 1.41421, -8.74956e-26, 0, 0, 0, 0, 0, 0, 0, 0, 1.74272e-28, 0, 1.09614e-31, 1.25325e-29, 8.73087e-26, 0, 0
0.233047, 0, 5.30841e-25, 0, 1.41421, -5.30841e-25, 0, 0, 0, 0, 0, 0, 0, 0, 1.05729e-27, 0, 6.6579e-31, 8.74034e-29, 5.29696e-25, 0, 0
0.241387, 0, 2.90415e-24, 0, 1.41421, -2.90415e-24, 0, 0, 0, 0, 0, 0, 0, 0, 5.78419e-27, 0, 3.64852e-30, 5.28728e-28, 2.89783e-24, 0, 0
0.249728, 0, 1.46576e-23, 0, 1.41421, -1.46576e-23, 0, 0, 0, 0, 0, 0, 0, 0, 2.91931e-26, 0, 1.84523e-29, 2.88625e-27, 1.46255e-23, 0, 0
0.258068, 0, 6.92363e-23, 0, 1.41421, -6.92363e-23, 0, 0, 0, 0, 0, 0, 0, 0, 1.37894e-25, 0, 8.73656e-29, 1.45419e-26, 6.90838e-23, 0, 0
0.266409, 0, 3.09081e-22, 0, 1.41421, -3.09081e-22, 0, 0, 0, 0, 0, 0, 0, 0, 6.15571e-25, 0, 3.91029e-28, 6.85916e-26, 3.08396e-22, 0, 0
0.274749, 0, 1.31319e-21, 0, 1.41421, -1.31319e-21, 0, 0, 0, 0, 0, 0, 0, 0, 2.61534e-24, 0, 1.6661e-27, 3.05834e-25, 1.31026e-21, 0, 0
0.28309, 0, 5.33814e-21, 0, 1.41421, -5.33814e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.06313e-23, 0, 6.79376e-27, 1.29807e-24, 5.3262e-21, 0, 0
0.29143, 0, 2.08468e-20, 0, 1.41421, -2.08468e-20, 0, 0, 0, 0, 0, 0, 0, 0, 4.15177e-23, 0, 2.66204e-26, 5.27213e-24, 2.08e-20, 0, 0
0.299771, 0, 7.84683e-20, 0, 1.41421, -7.84683e-20, 0, 0, 0, 0, 0, 0, 0, 0, 1.56273e-22, 0, 1.00563e-25, 2.05743e-23, 7.82914e-20, 0, 0
0.308111, 0, 2.85425e-19, 0, 1.41421, -2.85425e-19, 0, 0, 0, 0, 0, 0, 0, 0, 5.6843e-22, 0, 3.67218e-25, 7.73968e-23, 2.84779e-19, 0, 0
0.316452, 0, 1.00549e-18, 0, 1.41421, -1.00549e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.00243e-21, 0, 1.29904e-24, 2.814e-22, 1.0032e-18, 0, 0
0.324792, 0, 3.43657e-18, 0, 1.41421, -3.43657e-18, 0, 0, 0, 0, 0, 0, 0, 0, 6.84388e-21, 0, 4.45983e-24, 9.90976e-22, 3.42873e-18, 0, 0
0.333133, 0, 1.14128e-17, 0, 1.41421, -1.14128e-17, 0, 0, 0, 0, 0, 0, 0, 0, 2.27282e-20, 0, 1.48825e-23, 3.38628e-21, 1.13866e-17, 0, 0
0.341473, 0, 3.68744e-17, 0, 1.41421, -3.68744e-17, 0, 0, 0, 0, 0, 0, 0, 0, 7.34334e-20, 0, 4.8334e-23, 1.1245e-20, 3.67897e-17, 0, 0
0.349814, 0, 1.16037e-16, 0, 1.41421, -1.16037e-16, 0, 0, 0, 0, 0, 0, 0, 0, 2.31078e-19, 0, 1.52944e-22, 3.63346e-20, 1.1577e-16, 0, 0
0.358154, 0, 3.55971e-16, 0, 1.41421, -3.55971e-16, 0, 0, 0, 0, 0, 0, 0, 0, 7.08868e-19, 0, 4.71997e-22, 1.14366e-19, 3.55147e-16, 0, 0
0.366495, 0, 1.0654e-15, 0, 1.41421, -1.0654e-15, 0, 0, 0, 0, 0, 0, 0, 0, 2.12153e-18, 0, 1.42173e-21, 3.50975e-19, 1.06292e-15, 0, 0
0.374835, 0, 3.1131e-15, 0, 1.41421, -3.1131e-15, 0, 0, 0, 0, 0, 0, 0, 0, 6.19888e-18, 0, 4.18301e-21, 1.05102e-18, 3.10584e-15, 0, 0
0.383176, 0, 8.88598e-15, 0, 1.41421, -8.88598e-15, 0, 0, 0, 0, 0, 0, 0, 0, 1.76931e-17, 0, 1.20286e-20, 3.07325e-18, 8.8652e-15, 0, 0
0.391516, 0, 2.47901e-14, 0, 1.41421, -2.47901e-14, 0, 0, 0, 0, 0, 0, 0, 0, 4.93569e-17, 0, 3.38254e-20, 8.78018e-18, 2.47319e-14, 0, 0
0.399857, 0, 6.76239e-14, 0, 1.41421, -6.76239e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.34628e-16, 0, 9.30656e-20, 2.45219e-17, 6.74646e-14, 0, 0
0.408197, 0, 1.80442e-13, 0, 1.41421, -1.80442e-13, 0, 0, 0, 0, 0, 0, 0, 0, 3.59197e-16, 0, 2.50653e-19, 6.69811e-17, 1.80016e-13, 0, 0
0.416538, 0, 4.71126e-13, 2.11596e-43, 1.41421, -4.71126e-13, 2.11596e-43, 0, 2.11596e-43, 2.11596e-43, 2.11596e-43, 2.11596e-43, 2.11596e-43, 2.11596e-43, 9.37738e-16, 2.11596e-43, 6.6113e-19, 1.79009e-16, 4.70008e-13, 2.11596e-43, 2.11596e-43
0.424878, 0, 1.20398e-12, 5.08391e-42, 1.41421, -1.20398e-12, 5.08391e-42, 0, 5.08391e-42, 5.08391e-42, 5.08391e-42, 5.08391e-42, 5.08391e-42, 5.08391e-42, 2.39613e-15, 5.08391e-42, 1.70856e-18, 4.6825e-16, 1.20112e-12, 5.08391e-42, 5.08391e-42
0.433219, 0, 3.01226e-12, 8.96649e-41, 1.41421, -3.01226e-12, 8.96649e-41, 0, 8.96649e-41, 8.96649e-41, 8.96649e-41, 8.96649e-41, 8.96649e-41, 8.96649e-41, 5.99403e-15, 8.96649e-41, 4.32817e-18, 1.19922e-15, 3.00506e-12, 8.96649e-41, 8.96649e-41
0.441559, 0, 7.38002e-12, 1.40659e-39, 1.41421, -7.38002e-12, 1.40659e-39, 0, 1.40659e-39, 1.40659e-39, 1.40659e-39, 1.40659e-39, 1.40659e-39, 1.40659e-39, 1.46831e-14, 1.40659e-39, 1.07538e-17, 3.008e-15, 7.36232e-12, 1.40659e-39, 1.40659e-39
0.4499, 0, 1.77088e-11, 1.95992e-38, 1.41421, -1.77088e-11, 1.95992e-38, 0, 1.95992e-38, 1.95992e-38, 1.95992e-38, 1.95992e-38, 1.95992e-38, 1.95992e-38, 3.52274e-14, 1.95992e-38, 2.62232e-17, 7.39147e-15, 1.76662e-11, 1.95992e-38, 1.95992e-38
0.45824, 0, 4.16265e-11, 2.43949e-37, 1.41421, -4.16265e-11, 2.43949e-37, 0, 2.43949e-37, 2.43949e-37, 2.43949e-37, 2.43949e-37, 2.43949e-37, 2.43949e-37, 8.27937e-14, 2.43949e-37, 6.28104e-17, 1.7799e-14, 4.15258e-11, 2.43949e-37, 2.43949e-37
0.466581, 0, 9.58649e-11, 2.72757e-36, 1.41421, -9.58649e-11, 2.72757e-36, 0, 2.72757e-36, 2.72757e-36, 2.72757e-36, 2.72757e-36, 2.72757e-36, 2.72757e-36, 1.90649e-13, 2.72757e-36, 1.47925e-16, 4.20139e-14, 9.56321e-11, 2.72757e-36, 2.72757e-36
0.474921, 0, 2.16335e-10, 2.75704e-35, 1.41421, -2.16335e-10, 2.75704e-35, 0, 2.75704e-35, 2.75704e-35, 2.75704e-35, 2.75704e-35, 2.75704e-35, 2.75704e-35, 4.30203e-13, 2.75704e-35, 3.42987e-16, 9.72477e-14, 2.15807e-10, 2.75704e-35, 2.75704e-35
0.483262, 0, 4.78437e-10, 2.53456e-34, 1.41421, -4.78437e-10, 2.53456e-34, 0, 2.53456e-34, 2.53456e-34, 2.53456e-34, 2.53456e-34, 2.53456e-34, 2.53456e-34, 9.51442e-13, 2.53456e-34, 7.84224e-16, 2.20812e-13, 4.77264e-10, 2.53456e-34, 2.53456e-34
0.491602, 0, 1.03708e-09, 2.13144e-33, 1.41421, -1.03708e-09, 2.13144e-33, 0, 2.13144e-33, 2.13144e-33, 2.13144e-33, 2.13144e-33, 2.13144e-33, 2.13144e-33, 2.06272e-12, 2.13144e-33, 1.77165e-15, 4.92085e-13, 1.03452e-09, 2.13144e-33, 2.13144e-33
0.499943, 0, 2.20363e-09, 1.67989e-32, 1.41421, -2.20363e-09, 1.67989e-32, 0, 1.67989e-32, 1.67989e-32, 1.67989e-32, 1.67989e-32, 1.67989e-32, 1.67989e-32, 4.38457e-12, 1.67989e-32, 3.9636e-15, 1.07697e-12, 2.19816e-09, 1.67989e-32, 1.67989e-32
0.508283, 0, 4.59052e-09, 1.28314e-31, 1.41421, -4.59052e-09, 1.28314e-31, 0, 1.28314e-31, 1.28314e-31, 1.28314e-31, 1.28314e-31, 1.28314e-31, 1.28314e-31, 9.13978e-12, 1.28314e-31, 8.80425e-15, 2.31676e-12, 4.57905e-09, 1.28314e-31, 1.28314e-31
0.516624, 0, 9.37639e-09, 9.25808e-31, 1.41421, -9.37639e-09, 9.25808e-31, 0, 9.25808e-31, 9.25808e-31, 9.25808e-31, 9.25808e-31, 9.25808e-31, 9.25808e-31, 1.86884e-11, 9.25808e-31, 1.9469e-14, 4.90403e-12, 9.35277e-09, 9.25808e-31, 9.25808e-31
0.524964, 0, 1.87809e-08, 6.25167e-30, 1.41421, -1.87809e-08, 6.25167e-30, 0, 6.25167e-30, 6.25167e-30, 6.25167e-30, 6.25167e-30, 6.25167e-30, 6.25167e-30, 3.7493e-11, 6.25167e-30, 4.29659e-14, 1.02298e-11, 1.87332e-08, 6.25167e-30, 6.25167e-30
0.533305, 0, 3.68955e-08, 3.94515e-29, 1.41421, -3.68955e-08, 3.94515e-29, 0, 3.94515e-29, 3.94515e-29, 3.94515e-29, 3.94515e-29, 3.94515e-29, 3.94515e-29, 7.38272e-11, 3.94515e-29, 9.48183e-14, 2.10704e-11, 3.68005e-08, 3.94515e-29, 3.94515e-29
0.541645, 0, 7.10998e-08, 2.33067e-28, 1.41421, -7.10998e-08, 2.33067e-28, 0, 2.33067e-28, 2.33067e-28, 2.33067e-28, 2.33067e-28, 2.33067e-28, 2.33067e-28, 1.42733e-10, 2.33067e-28, 2.09469e-13, 4.29605e-11, 7.09139e-08, 2.33067e-28, 2.33067e-28
0.549986, 0, 1.34426e-07, 1.29282e-27, 1.41421, -1.34426e-07, 1.29282e-27, 0, 1.29282e-27, 1.29282e-27, 1.29282e-27, 1.29282e-27, 1.29282e-27, 1.29282e-27, 2.71058e-10, 1.29282e-27, 4.63236e-13, 8.69804e-11, 1.34067e-07, 1.29282e-27, 1.29282e-27
0.558326, 0, 2.49405e-07, 8.81304e-27, 1.41421, -2.49405e-07, 8.81304e-27, 0, 8.81304e-27, 8.81304e-27, 8.81304e-27, 8.81304e-27, 8.81304e-27, 8.81304e-27, 5.05884e-10, 8.81304e-27, 1.02506e-12, 1.75708e-10, 2.48722e-07, 8.81304e-27, 8.81304e-27
0.566667, 0, 4.54163e-07, 4.19225e-26, 1.41421, -4.54163e-07, 4.19225e-26, 0, 4.19225e-26, 4.19225e-26, 4.19225e-26, 4.19225e-26, 4.19225e-26, 4.19225e-26, 9.28304e-10, 4.19225e-26, 2.26096e-12, 3.54778e-10, 4.52877e-07, 4.19225e-26, 4.19225e-26
0.575007, 0, 8.11934e-07, 1.89961e-25, 1.41421, -8.11934e-07, 1.89961e-25, 0, 1.89961e-25, 1.89961e-25, 1.89961e-25, 1.89961e-25, 1.89961e-25, 1.89961e-25, 1.67592e-09, 1.89961e-25, 4.96162e-12, 7.1955e-10, 8.09534e-07, 1.89961e-25, 1.89961e-25
0.583348, 0, 1.42542e-06, 8.22335e-25, 1.41421, -1.42542e-06, 8.22335e-25, 0, 8.22335e-25, 8.22335e-25, 8.22335e-25, 8.22335e-25, 8.22335e-25, 8.22335e-25, 2.97851e-09, 8.22335e-25, 1.0799e-11, 1.47041e-09, 1.42096e-06, 8.22335e-25, 8.22335e-25
0.591688, 0, 2.45815e-06, 3.41448e-24, 1.41421, -2.45815e-06, 3.41448e-24, 0, 3.41448e-24, 3.41448e-24, 3.41448e-24, 3.41448e-24, 3.41448e-24, 3.41448e-24, 5.21432e-09, 3.41448e-24, 2.3241e-11, 3.03249e-09, 2.44988e-06, 3.41448e-24, 3.41448e-24
0.600029, 0, 4.17778e-06, 1.14784e-08, 1.41421, -4.17778e-06, 1.16693e-08, 1.14784e-08, 1.14784e-08, 1.14784e-08, 1.14802e-08, 1.14933e-08, 1.14845e-08, 1.15611e-08, 2.04756e-08, 1.14814e-08, 1.15277e-08, 1.77883e-08, 4.16178e-06, 1.14784e-08, 1.18223e-08
0.60837, 0, 7.00273e-06, 5.99814e-08, 1.41421, -7.00273e-06, 6.09818e-08, 5.99814e-08, 5.99817e-08, 5.99817e-08, 5.99908e-08, 6.00598e-08, 6.00138e-08, 6.04148e-08, 7.52911e-08, 5.99972e-08, 6.00844e-08, 7.31994e-08, 6.97073e-06, 5.99814e-08, 6.17835e-08
0.61671, 0, 1.16367e-05, 2.52504e-07, 1.41421, -1.16367e-05, 2.5672e-07, 2.52504e-07, 2.52505e-07, 2.52505e-07, 2.52543e-07, 2.52834e-07, 2.5264e-07, 2.5433e-07, 2.78205e-07, 2.5257e-07, 2.52715e-07, 2.80274e-07, 1.15688e-05, 2.52504e-07, 2.60098e-07
0.625051, 0.978757, 1.93613e-05, 9.71039e-07, 1.72591, 0.978737, 9.87263e-07, 9.71039e-07, 9.71042e-07, 9.71042e-07, 9.7119e-07, 9.7231e-07, 9.71564e-07, 9.78066e-07, 1.01362e-06, 9.71294e-07, 9.71464e-07, 1.02929e-06, 1.92054e-05, 9.71039e-07, 1.00026e-06
0.633391, 0.0212435, 3.28252e-05, 3.49397e-06, 1.4217, 0.0212106, 3.55238e-06, 3.49397e-06, 3.49399e-06, 3.49399e-06, 3.49452e-06, 3.49855e-06, 3.49586e-06, 3.51927e-06, 3.56362e-06, 3.49489e-06, 3.49481e-06, 3.61536e-06, 3.24364e-05, 3.49397e-06, 3.59918e-06
0.641732, 0, 5.8195e-05, 1.18311e-05, 1.41421, -5.8195e-05, 1.2029e-05, 1.18311e-05, 1.18312e-05, 1.18312e-05, 1.1833e-05, 1.18466e-05, 1.18375e-05, 1.19168e-05, 1.19436e-05, 1.18342e-05, 1.18327e-05, 1.20817e-05, 5.71634e-05, 1.18311e-05, 1.21875e-05
0.650072, 0, 0.000110864, 3.77647e-05, 1.41421, -0.000110864, 3.83965e-05, 3.77647e-05, 3.77648e-05, 3.77648e-05, 3.77706e-05, 3.78142e-05, 3.77851e-05, 3.80384e-05, 3.7944e-05, 3.77746e-05, 3.77678e-05, 3.82745e-05, 0.000108042, 3.77647e-05, 3.89028e-05
0.658413, 0, 0.000229815, 0.000113717, 1.41421, -0.000229815, 0.000115621, 0.000113717, 0.000113718, 0.000113718, 0.000113735, 0.000113867, 0.000113779, 0.000114542, 0.000114, 0.000113747, 0.000113723, 0.000114738, 0.000222091, 0.000113717, 0.000117146
0.666753, 0, 0.000511417, 0.000323201, 1.41421, -0.000511417, 0.000328614, 0.000323201, 0.000323202, 0.000323202, 0.000323252, 0.000323625, 0.000323376, 0.000325546, 0.000323641, 0.000323286, 0.000323212, 0.000325207, 0.000490718, 0.000323201, 0.000332951
0.675094, 0, 0.00118323, 0.000867411, 1.41421, -0.00118323, 0.000881946, 0.000867411, 0.000867415, 0.000867415, 0.000867547, 0.00086855, 0.000867881, 0.000873707, 0.000868087, 0.00086764, 0.00086743, 0.000871283, 0.00112967, 0.000867411, 0.000893593
0.683434, 0, 0.00275278, 0.00219936, 1.41421, -0.00275278, 0.00223624, 0.00219936, 0.00219937, 0.00219937, 0.0021997, 0.00220225, 0.00220055, 0.00221533, 0.00220039, 0.00219994, 0.00219939, 0.0022067, 0.00262008, 0.00219936, 0.00226579
0.691775, 0.959465, 0.00628247, 0.00527113, 1.72031, 0.953183, 0.00535957, 0.00527113, 0.00527115, 0.00527115, 0.00527196, 0.00527806, 0.00527399, 0.00530944, 0.00527268, 0.00527252, 0.00527119, 0.00528485, 0.00596903, 0.00527113, 0.00543045
0.700115, 0.997583, 0.0138515, 0.0119479, 1.73135, 0.983732, 0.0121485, 0.0119479, 0.011948, 0.011948, 0.0119498, 0.0119636, 0.0119544, 0.0120348, 0.0119502, 0.0119511, 0.011948, 0.0119732, 0.0131475, 0.0119479, 0.0123093
0.708456, 0.0429516, 0.0292515, 0.025628, 1.42932, 0.0137002, 0.0260587, 0.025628, 0.0256281, 0.0256281, 0.025632, 0.0256618, 0.0256419, 0.0258146, 0.0256315, 0.0256348, 0.0256282, 0.0256742, 0.0277498, 0.025628, 0.0264039
0.716796, 2.90446, 0.058905, 0.052055, 2.2146, 2.84556, 0.0529307, 0.052055, 0.0520552, 0.0520552, 0.0520632, 0.0521236, 0.0520833, 0.0524343, 0.0520601, 0.0520688, 0.0520553, 0.0521388, 0.0558641, 0.052055, 0.0536324
0.725137, 2.04536, 0.112874, 0.100196, 2.01131, 1.93249, 0.101884, 0.100196, 0.100197, 0.100197, 0.100212, 0.100328, 0.100251, 0.100927, 0.100204, 0.100223, 0.100197, 0.100347, 0.107028, 0.100196, 0.103236
0.733477, 2.94499, 0.205653, 0.182908, 2.22373, 2.73934, 0.185992, 0.182908, 0.182908, 0.182908, 0.182936, 0.183149, 0.183007, 0.184243, 0.182918, 0.182956, 0.182908, 0.183177, 0.194976, 0.182908, 0.188463
0.741818, 1.05019, 0.356267, 0.316954, 1.74648, 0.693919, 0.322306, 0.316954, 0.316955, 0.316955, 0.317004, 0.317373, 0.317127, 0.319272, 0.31697, 0.317038, 0.316955, 0.317431, 0.337733, 0.316954, 0.326594
0.750158, 2.94016, 0.587134, 0.521907, 2.22265, 2.35303, 0.530733, 0.521907, 0.521909, 0.521909, 0.521989, 0.522598, 0.522192, 0.52573, 0.521929, 0.522045, 0.521909, 0.522736, 0.556528, 0.521907, 0.537806
0.758499, 3.93538, 0.921287, 0.817579, 2.43626, 3.01409, 0.831431, 0.817579, 0.817582, 0.817582, 0.817708, 0.818664, 0.818027, 0.823579, 0.817609, 0.817796, 0.817582, 0.818988, 0.87315, 0.817579, 0.842532
0.766839, 1.17946, 1.37799, 1.22006, 1.7831, -0.19853, 1.24078, 1.22006, 1.22007, 1.22007, 1.22026, 1.22169, 1.22073, 1.22904, 1.22011, 1.22039, 1.22007, 1.22239, 1.30579, 1.22006, 1.25738
0.77518, 2.80607, 1.96747, 1.73707, 2.19227, 0.838597, 1.76664, 1.73707, 1.73708, 1.73708, 1.73735, 1.73939, 1.73803, 1.74988, 1.73713, 1.73754, 1.73708, 1.74078, 1.86404, 1.73707, 1.79033
0.78352, 3.05981, 2.6861, 2.36372, 2.2494, 0.373712, 2.40407, 2.36372, 2.36373, 2.36373, 2.3641, 2.36688, 2.36503, 2.3812, 2.36379, 2.36436, 2.36374, 2.3694, 2.54435, 2.36372, 2.43639
0.791861, 6.78681, 3.51371, 3.08033, 2.96426, 3.2731, 3.13308, 3.08033, 3.08034, 3.08034, 3.08082, 3.08446, 3.08204, 3.10318, 3.08042, 3.08116, 3.08035, 3.08866, 3.32748, 3.08033, 3.17534
0.800201, 5.98788, 4.41449, 3.85323, 2.82628, 1.5734, 3.91946, 3.85323, 3.85325, 3.85325, 3.85385, 3.85842, 3.85538, 3.88192, 3.85334, 3.85427, 3.85327, 3.8649, 4.17945, 3.85323, 3.97253
0.808542, 2.28514, 5.34204, 4.63904, 2.07006, -3.0569, 4.71911, 4.63904, 4.63905, 4.63905, 4.63978, 4.64531, 4.64163, 4.67372, 4.63916, 4.64029, 4.63909, 4.6546, 5.05637, 4.63904, 4.78329
0.816882, 7.53737, 6.24794, 5.39139, 3.08826, 1.28942, 5.48492, 5.39139, 5.39141, 5.39141, 5.39226, 5.39872, 5.39442, 5.4319, 5.39154, 5.39286, 5.39146, 5.41116, 5.9127, 5.39139, 5.55988
0.825223, 9.1414, 7.09212, 6.06855, 3.33787, 2.04928, 6.17443, 6.06855, 6.06857, 6.06857, 6.06953, 6.07684, 6.07197, 6.11441, 6.06871, 6.07021, 6.06865, 6.09241, 6.71108, 6.06855, 6.25931
0.833563, 10.6618, 7.85269, 6.63979, 3.55834, 2.80908, 6.75639, 6.63979, 6.63981, 6.63981, 6.64087, 6.64892, 6.64356, 6.69029, 6.63997, 6.64162, 6.63991, 6.66717, 7.43189, 6.63979, 6.84992
0.841904, 11.9784, 8.53304, 7.08893, 3.73877, 3.44535, 7.21433, 7.08893, 7.08896, 7.08896, 7.0901, 7.09875, 7.09298, 7.14325, 7.08912, 7.09089, 7.08909, 7.1188, 8.07988, 7.08893, 7.31506
0.850244, 12.0645, 9.16454, 7.41457, 3.75027, 2.9, 7.54682, 7.41457, 7.4146, 7.4146, 7.41581, 7.42493, 7.41885, 7.47186, 7.41478, 7.41664, 7.41477, 7.44557, 8.68685, 7.41457, 7.65334
0.858585, 14.7145, 9.8039, 7.62736, 4.08834, 4.91063, 7.76463, 7.62736, 7.62739, 7.62739, 7.62864, 7.63811, 7.6318, 7.68682, 7.62757, 7.6295, 7.6276, 7.65798, 9.30891, 7.62736, 7.87587
0.866925, 20.4264, 10.525, 7.7456, 4.73565, 9.90136, 7.88636, 7.7456, 7.74563, 7.74563, 7.74691, 7.75661, 7.75015, 7.80657, 7.74581, 7.74778, 7.74587, 7.77444, 10.0187, 7.7456, 8.00178
0.875266, 13.082, 11.4061, 7.7906, 3.88356, 1.67588, 7.93367, 7.7906, 7.79064, 7.79064, 7.79194, 7.8018, 7.79523, 7.85258, 7.79082, 7.7928, 7.79092, 7.81657, 10.8922, 7.7906, 8.05355
